Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
37.00<Age<=48.00,Private,Bachelors,Married,White-Collar,Husband,Asian-Pac-Islander,Male,None,None,Hoursperweek<=40.00,China,Morethan$50k
37.00<Age<=48.00,Private,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Separated,Blue-Collar,Not-in-family,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Dropout,Married,Sales,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Dropout,Married,Sales,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,Masters,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,Masters,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,Low,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,Euro_2,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Separated,Other,Own-child,White,Female,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Separated,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age>48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,Doctorate,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,Doctorate,Married,White-Collar,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Masters,Separated,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Masters,Separated,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Masters,Separated,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age<=28.00,Private,Dropout,Married,Other,Wife,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,HighSchoolgrad,Married,Other,Wife,White,Female,None,Low,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Local-gov,HighSchoolgrad,Married,Other,Wife,White,Female,None,Low,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Separated,Admin,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,Dropout,Separated,Blue-Collar,Unmarried,Black,Male,None,None,Hoursperweek>45.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Bachelors,Married,White-Collar,Wife,White,Female,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age<=28.00,Private,Bachelors,Married,White-Collar,Wife,White,Female,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40.00<Hoursperweek<=45.00,Euro_1,Lessthan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Admin,Husband,Black,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Admin,Husband,Black,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Admin,Husband,Black,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Admin,Husband,Black,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,?,Bachelors,Married,?,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,?,Bachelors,Married,?,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,?,Bachelors,Married,?,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age<=28.00,Self-emp-not-inc,Dropout,Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Widowed,Blue-Collar,Not-in-family,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age>48.00,State-gov,HighSchoolgrad,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,?,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,?,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,?,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,?,Morethan$50k
37.00<Age<=48.00,Self-emp-inc,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,?,Morethan$50k
Age>48.00,Local-gov,Masters,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Local-gov,Masters,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Local-gov,Masters,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Local-gov,Masters,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Sales,Unmarried,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Sales,Unmarried,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Prof-School,Married,Professional,Wife,White,Female,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,Associates,Married,Sales,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Local-gov,Bachelors,Married,Professional,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,Bachelors,Married,Professional,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,Doctorate,Married,Professional,Husband,Asian-Pac-Islander,Male,None,None,Hoursperweek<=40.00,China,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-not-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Self-emp-not-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Self-emp-not-inc,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Separated,Other,Not-in-family,Black,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,Bachelors,Never-Married,Other,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,?,Lessthan$50k
Age<=28.00,Local-gov,Associates,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Admin,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
